Date de Scoring,Identifiant Bloomberg Company,ISSUER_EQUITY_TICKER,Nom de l'émetteur,Identifiant sous industrie GICS,Groupe Industrie GICS,Pays,Score ESG brut
2 avr. 2025,193250,HUBC PA,The Hub Power Co. Ltd.,55105010,Utilities,PK,7.868292666
2 avr. 2025,193253,LUCK PA,Lucky Cement Ltd.,15102010,Materials,PK,5.132329556
2 avr. 2025,193265,900941 CH,Eastern Communications Co. Ltd.,45201020,Technology Hardware & Equipment,CN,3.93885382
2 avr. 2025,193267,020000 KS,HANDSOME Corp.,25203010,Consumer Durables & Apparel,KR,11.64351008
2 avr. 2025,193298,600720 CH,CCCC Design & Consulting Group Co Ltd,20103010,Capital Goods,CN,2.865826501
2 avr. 2025,193300,600740 CH,Shanxi Coking Co Ltd,15104050,Materials,CN,4.971884667
2 avr. 2025,19331299,300408 CH,Chaozhou Three-Circle (Group) Co. Ltd.,45203015,Technology Hardware & Equipment,CN,4.192576156
2 avr. 2025,193319,000415 CH,Bohai Leasing Co. Ltd.,20107010,Capital Goods,CN,3.316644783
2 avr. 2025,193320,2352 TT,Qisda Corp.,45202030,Technology Hardware & Equipment,TW,15.44073177
2 avr. 2025,193326,VAU AU,Vault Minerals Ltd,15104030,Materials,AU,2.35681055
2 avr. 2025,19332623,002636 CH,Goldenmax International Group Ltd,45203015,Technology Hardware & Equipment,CN,4.267039096
2 avr. 2025,193329,600728 CH,PCI Technology Group Co Ltd,45102010,Software & Services,CN,5.952770803
2 avr. 2025,193333,IP IM,Interpump Group SpA,20106020,Capital Goods,IT,8.952110692
2 avr. 2025,193336,SIRI TB,Sansiri Public Co. Ltd.,60102030,Real Estate,TH,10.31249943
2 avr. 2025,193342,2206 TT,Sanyang Motor Co. Ltd.,25102020,Automobiles & Components,TW,10.97602853
2 avr. 2025,19334659,300618 CH,Nanjing Hanrui Cobalt Co. Ltd.,15104020,Materials,CN,3.976943901
2 avr. 2025,19335503,601966 CH,Shandong Linglong Tyre Co. Ltd.,25101020,Automobiles & Components,CN,6.747178707
2 avr. 2025,193359,SABIC AB,Saudi Basic Industries Corp.,15101010,Materials,SA,10.90910133
2 avr. 2025,19338355,2068 HK,China Aluminum International Engineering Corp. Ltd.,20103010,Capital Goods,CN,9.038338104
2 avr. 2025,193385,000423 CH,Dong-E-E-Jiao Co. Ltd.,35202010,"Pharmaceuticals, Biotechnology & Life Sciences",CN,4.47954385
2 avr. 2025,193397,7508 JP,G-7 Holdings Inc,30101030,Food & Staples Retailing,JP,6.25885586
2 avr. 2025,193404,011930 KS,SHINSUNG E&G Co. Ltd.,20106020,Capital Goods,KR,3.457432399
2 avr. 2025,193405,018880 KS,Hanon Systems,25101010,Automobiles & Components,KR,17.70327932
2 avr. 2025,193406,M1 SP,M1 Ltd.,50101020,Telecommunication Services,SG,12.91109089
2 avr. 2025,19344416,AUBANK IN,AU Small Finance Bank Ltd,40101015,Banks,IN,10.35533468
2 avr. 2025,193475,7512 JP,AEON Hokkaido Corp,30101030,Food & Staples Retailing,JP,9.253370355
2 avr. 2025,193482,000422 CH,Hubei Yihua Chemical Industry Co. Ltd.,15101030,Materials,CN,2.345816557
2 avr. 2025,193508,000603 CH,Shengda Resources Co. Ltd.,15104020,Materials,CN,4.836685701
2 avr. 2025,193514,7513 JP,Kojima Co. Ltd.,25504020,Retailing,JP,5.082096857
2 avr. 2025,193515,600741 CH,Huayu Automotive Systems Co. Ltd.,25101010,Automobiles & Components,CN,6.514498161
2 avr. 2025,193516,600742 CH,Changchun FAWAY Automobile Components Co. Ltd.,25101010,Automobiles & Components,CN,2.747371707
2 avr. 2025,193520,000425 CH,XCMG Construction Machinery Co. Ltd.,20106010,Capital Goods,CN,2.583773078
2 avr. 2025,193521,600745 CH,Wingtech Technology Co Ltd,45203020,Technology Hardware & Equipment,CN,10.5881503
2 avr. 2025,193529,000601 CH,Guangdong Shaoneng Group Co Ltd,55105010,Utilities,CN,1.735712414
2 avr. 2025,193551,ADT US,ADT Inc,25302020,Consumer Services,US,10
2 avr. 2025,19356573,300171 CH,Tofflon Science & Technology Group Co Ltd,35101010,Healthcare Equipment & Services,CN,4.016016828
2 avr. 2025,193571,2353 TT,Acer Inc.,45202030,Technology Hardware & Equipment,TW,13.25463368
2 avr. 2025,193575,SMSM IJ,PT Selamat Sempurna Tbk,25101010,Automobiles & Components,ID,8.445508799
2 avr. 2025,193607,358 HK,Jiangxi Copper Co Ltd,15104025,Materials,CN,7.163354671
2 avr. 2025,193615,995 HK,Anhui Expressway Co. Ltd.,20305020,Transportation,CN,4.276101094
2 avr. 2025,193617,7516 JP,Kohnan Shoji Co. Ltd.,25504030,Retailing,JP,2.24930268
2 avr. 2025,193624,600750 CH,Jiangzhong Pharmaceutical Co. Ltd.,35202010,"Pharmaceuticals, Biotechnology & Life Sciences",CN,8.736519086
2 avr. 2025,193641,2355 TT,Chin-Poon Industrial Co. Ltd.,45203015,Technology Hardware & Equipment,TW,13.68447449
2 avr. 2025,193651,9039 JP,Sakai Moving Service Co. Ltd.,20304020,Transportation,JP,6.258311992
2 avr. 2025,193671,2027 TT,Ta Chen Stainless Pipe Co. Ltd.,15104050,Materials,TW,8.750220762
2 avr. 2025,193695,000623 CH,Jilin Aodong Pharmaceutical Group Co. Ltd.,35202010,"Pharmaceuticals, Biotechnology & Life Sciences",CN,3.963416691
2 avr. 2025,19369578,0533780D CN,CSS (FSCC) Partnership,20201070,Commercial & Professional Services,CA,0.529134288
2 avr. 2025,193697,600758 CH,Liaoning Energy Industry Co Ltd,15104050,Materials,CN,3.401549182
2 avr. 2025,193703,600763 CH,Topchoice Medical Corp.,35102015,Healthcare Equipment & Services,CN,6.336732914
2 avr. 2025,193709,315 HK,SmarTone Telecommunications Holdings Ltd,50102010,Telecommunication Services,HK,
2 avr. 2025,193712,2356 TT,Inventec Corp.,45202030,Technology Hardware & Equipment,TW,9.017246768
2 avr. 2025,193727,5909 JP,Corona Corp.,25201040,Consumer Durables & Apparel,JP,8.188660941
2 avr. 2025,19372702,089590 KS,JEJUAIR CO. LTD.,20302010,Transportation,KR,6.960476504
2 avr. 2025,193742,KVB IN,Karur Vysya Bank Ltd.,40101010,Banks,IN,6.533314864
2 avr. 2025,193746,IGSEC IN,ISGEC Heavy Engineering Ltd.,20106020,Capital Goods,IN,8.449746644
2 avr. 2025,193749,SUF IN,Sundaram Finance Ltd.,40202010,Diversified Financials,IN,5.042018621
2 avr. 2025,193758,200625 CH,Chongqing Changan Automobile Co. Ltd.,25102010,Automobiles & Components,CN,4.435121137
2 avr. 2025,193775,2357 TT,ASUSTek Computer Inc.,45202030,Technology Hardware & Equipment,TW,9.657244738
2 avr. 2025,193778,000627 CH,Hubei Biocause Pharmaceutical Co Ltd,40301020,Insurance,CN,2.153539015
2 avr. 2025,193782,4661 JP,Oriental Land Co Ltd,25301030,Consumer Services,JP,8.845472513
2 avr. 2025,193783,7532 JP,Pan Pacific International Holdings Corp.,25503010,Retailing,JP,9.090763472
2 avr. 2025,193790,000629 CH,Pangang Group Vanadium Titanium & Resources Co. Ltd.,15104050,Materials,CN,4.35788972
2 avr. 2025,193797,000651 CH,Gree Electric Appliances Inc. of Zhuhai,25201040,Consumer Durables & Apparel,CN,4.341162939
2 avr. 2025,193809,000630 CH,Tongling Nonferrous Metals Group Co Ltd,15104025,Materials,CN,2.379285998
2 avr. 2025,193813,021960 KS,KB Capital Co. Ltd.,40202010,Diversified Financials,KR,3.652358987
2 avr. 2025,193831,6482 JP,Yushin Precision Equipment Co. Ltd.,20106020,Capital Goods,JP,8.668225802
2 avr. 2025,193849,600777 CH,Shandong Xinchao Energy Corp Ltd,10102020,Energy,CN,3.87552237
2 avr. 2025,193854,0001 JP,Nippon Life Insurance Co,40301020,Insurance,JP,12.32847047
2 avr. 2025,193855,8750 JP,Dai-ichi Life Holdings Inc.,40301020,Insurance,JP,6.985396857
2 avr. 2025,193865,0013 JP,Fukoku Mutual Life Insurance Co.,40301020,Insurance,JP,7.112310634
2 avr. 2025,193866,000661 CH,Changchun High-Tech Industry (Group) Co Ltd,35202010,"Pharmaceuticals, Biotechnology & Life Sciences",CN,6.006848337
2 avr. 2025,193906,600780 CH,Top Energy Co. Ltd. Shanxi,55105010,Utilities,CN,1.71783611
2 avr. 2025,193909,000657 CH,China Tungsten & Hightech Materials Co Ltd,15104020,Materials,CN,8.225856321
2 avr. 2025,193912,600779 CH,Sichuan Swellfun Co Ltd,30201020,"Food, Beverage & Tobacco",CN,6.772428831
2 avr. 2025,193924,000650 CH,Renhe Pharmacy Co. Ltd.,35202010,"Pharmaceuticals, Biotechnology & Life Sciences",CN,3.122369025
2 avr. 2025,193940,2360 TT,Chroma Ate Inc.,45203010,Technology Hardware & Equipment,TW,12.20175185
2 avr. 2025,193952,000672 CH,Gansu Shangfeng Cement Co. Ltd.,15102010,Materials,CN,5.880723023
2 avr. 2025,193970,000676 CH,Genimous Technology Co Ltd,45103010,Software & Services,CN,2.01169612
2 avr. 2025,193973,028050 KS,Samsung E&A Co Ltd,20103010,Capital Goods,KR,11.81201762
2 avr. 2025,193974,000660 KS,SK hynix Inc.,45301020,Semiconductors & Semiconductor Equipment,KR,9.590122266
2 avr. 2025,193976,600782 CH,Xinyu Iron & Steel Co. Ltd.,15104050,Materials,CN,4.578863947
2 avr. 2025,193978,000061 CH,Shenzhen Agricultural Products Group Co Ltd,30101030,Food & Staples Retailing,CN,4.217608066
2 avr. 2025,193983,000686 CH,Northeast Securities Co. Ltd.,40203020,Diversified Financials,CN,5.518511256
2 avr. 2025,193987,2383 TT,Elite Material Co. Ltd.,45203015,Technology Hardware & Equipment,TW,9.162399938
2 avr. 2025,193989,000680 CH,Shantui Construction Machinery Co. Ltd.,20106010,Capital Goods,CN,5.438451567
2 avr. 2025,193997,2029 TT,Sheng Yu Steel Co. Ltd.,15104050,Materials,TW,15.12143161
2 avr. 2025,194037,FDP US,Fresh Del Monte Produce Inc.,30202010,"Food, Beverage & Tobacco",US,11.10697802
2 avr. 2025,194094,1293405D US,Univision Communications Inc.,50201020,Media & Entertainment,US,5.564668672
2 avr. 2025,19409842,FDJU FP,La Française des Jeux SA,25301010,Consumer Services,FR,12.4999663
2 avr. 2025,19410247,SREIT MK,Sunway Real Estate Investment Trust,60101070,Real Estate,MY,12.80666908
2 avr. 2025,19410363,4147 TT,TaiMed Biologics Inc.,35201010,"Pharmaceuticals, Biotechnology & Life Sciences",TW,3.781438681
2 avr. 2025,19410407,9103374Z GR,Adler Pelzer Holding GmbH,25101010,Automobiles & Components,DE,1.688059192
2 avr. 2025,194140,MASI US,Masimo Corp.,35101010,Healthcare Equipment & Services,US,3.876959859
2 avr. 2025,194174,HIBB US,Hibbett Inc.,25504040,Retailing,US,8.930448576
2 avr. 2025,19418107,BAH US,Booz Allen Hamilton Holding Corp,20202020,Commercial & Professional Services,US,11.25144447
2 avr. 2025,194207,WED CN,The Westaim Corp.,15101010,Materials,CA,2.026087899
2 avr. 2025,194223,ARX CN,ARC Resources Ltd.,10102020,Energy,CA,12.4361008
2 avr. 2025,19422452,TER AU,TerraCom Ltd.,10102050,Energy,AU,6.558335164
2 avr. 2025,19422548,300315 CH,Ourpalm Co. Ltd.,25202010,Consumer Durables & Apparel,CN,3.679693852
2 avr. 2025,19422580,300113 CH,Hangzhou Shunwang Technology Co. Ltd.,45102030,Software & Services,CN,3.442485331
2 avr. 2025,194259,CSV US,Carriage Services Inc.,25302020,Consumer Services,US,4.380849199
2 avr. 2025,19426473,FNM SS,Ferronordic AB,20107010,Capital Goods,SE,7.182208912
2 avr. 2025,194272,SRCL US,Stericycle Inc.,20201050,Commercial & Professional Services,US,8.629107542
2 avr. 2025,19429209,097520 KS,MCNEX Co. Ltd.,45203015,Technology Hardware & Equipment,KR,6.412709206
2 avr. 2025,194324,RWA LN,Robert Walters Plc,20202010,Commercial & Professional Services,GB,8.981366251
2 avr. 2025,194326,MVIS US,MicroVision Inc.,45203010,Technology Hardware & Equipment,US,3.32535091
2 avr. 2025,194374,PAG US,Penske Automotive Group Inc.,25504050,Retailing,US,8.701805418
2 avr. 2025,19439154,0367160D SS,Hemsö Fastighets AB,60102020,Real Estate,SE,6.870245605
2 avr. 2025,194416,7724Z US,,,,,12.69275351
2 avr. 2025,194430,AMSF US,AMERISAFE Inc.,40301040,Insurance,US,5.09274896
2 avr. 2025,194484,TGI US,Triumph Group Inc.,20101010,Capital Goods,US,9.575599128
2 avr. 2025,194491,ANF US,Abercrombie & Fitch Co.,25504010,Retailing,US,11.61766934
2 avr. 2025,194505,NOV US,NOV Inc.,10101020,Energy,US,10.44883431
2 avr. 2025,19450730,AL US,Air Lease Corp.,20107010,Capital Goods,US,10.5200488
2 avr. 2025,19451591,300118 CH,Risen Energy Co Ltd,45301020,Semiconductors & Semiconductor Equipment,CN,14.12106904
2 avr. 2025,19451719,300133 CH,Zhejiang Huace Film & TV Co. Ltd.,50202010,Media & Entertainment,CN,1.897174577
2 avr. 2025,194529,CERS US,Cerus Corp.,35101020,Healthcare Equipment & Services,US,6.011956935
2 avr. 2025,194534,UNFI US,United Natural Foods Inc.,30101020,Food & Staples Retailing,US,12.27381097
2 avr. 2025,194556,HLX US,Helix Energy Solutions Group Inc.,10101020,Energy,US,11.42485026
2 avr. 2025,194585,PLUS US,ePlus Inc,45203030,Technology Hardware & Equipment,US,6.223478429
2 avr. 2025,194593,WTFC US,Wintrust Financial Corp.,40101015,Banks,US,7.726260526
2 avr. 2025,19459730,0204536D LN,,,,,11.45824158
2 avr. 2025,194598,FME GR,Fresenius Medical Care AG,35102015,Healthcare Equipment & Services,DE,14.25111963
2 avr. 2025,194643,ONIT US,Onity Group Inc,40102010,Banks,US,4.254223921
2 avr. 2025,194654,NUS US,Nu Skin Enterprises Inc.,30302010,Household & Personal Products,US,7.911821286
2 avr. 2025,194681,FORR US,Forrester Research Inc,20202020,Commercial & Professional Services,US,8.289554813
2 avr. 2025,194694,STLD US,Steel Dynamics Inc.,15104050,Materials,US,9.04655369
2 avr. 2025,194709,CBAN US,Colony Bankcorp Inc.,40101015,Banks,US,4.157940501
2 avr. 2025,194731,SPB CN,Superior Plus Corp.,55102010,Utilities,CA,10.39220432
2 avr. 2025,194745,VSAT US,ViaSat Inc.,45201020,Technology Hardware & Equipment,US,9.974197874
2 avr. 2025,194747,MER LN,Mears Group Plc,20201070,Commercial & Professional Services,GB,9.133985023
2 avr. 2025,194758,6234Z US,American Family Insurance Mutual Holding Co.,40301010,Insurance,US,6.064663206
2 avr. 2025,194848,SLF CN,Sun Life Financial Inc.,40301020,Insurance,CA,14.01406669
2 avr. 2025,194917,LAD US,Lithia Motors Inc.,25504050,Retailing,US,6.446487025
2 avr. 2025,19495366,SPWH US,Sportsman's Warehouse Holdings Inc.,25504040,Retailing,US,3.713462242
2 avr. 2025,194959,HLIO US,Helios Technologies Inc.,20106020,Capital Goods,US,6.952027246
2 avr. 2025,194968,JD/ LN,JD Sports Fashion Plc,25504010,Retailing,GB,11.45434279
2 avr. 2025,19518613,0531631D ID,,,,,8.074235625
2 avr. 2025,19518661,300115 CH,Shenzhen Everwin Precision Technology Co Ltd,45203015,Technology Hardware & Equipment,CN,1.818887644
2 avr. 2025,19518677,002478 CH,Jiangsu Changbao Steeltube Co. Ltd.,15104050,Materials,CN,3.611814476
2 avr. 2025,19519413,EKGYO TI,Emlak Konut Gayrimenkul Yatirim Ortakligi AS,60101010,Real Estate,TR,5.510855029
2 avr. 2025,19523261,MLNK US,MeridianLink Inc,45103010,Software & Services,US,10.1396675
2 avr. 2025,195408,#N/A Field Not Applicable,,,,,14.73547286
2 avr. 2025,19548913,SONO US,Sonos Inc,25201010,Consumer Durables & Apparel,US,10.59174019
2 avr. 2025,19554814,1788 HK,Guotai Junan International Holdings Ltd,40203020,Diversified Financials,HK,8.719084956
2 avr. 2025,19558182,RDFN US,Redfin Corporation,60102040,Real Estate,US,4.003701268
2 avr. 2025,19571362,ZG US,Zillow Group Inc,60102040,Real Estate,US,13.00027759
2 avr. 2025,19575766,8163733Z NA,Enexis Holding NV,55103010,Utilities,NL,8.67056999
2 avr. 2025,19578622,EQUITAS IN,Equitas Holdings Ltd.,40202010,Diversified Financials,IN,6.354911248
2 avr. 2025,19594544,REGI US,Renewable Energy Group Inc.,10102030,Energy,US,10.30413034
2 avr. 2025,19597648,601231 CH,Universal Scientific Industrial (Shanghai) Co Ltd,45203010,Technology Hardware & Equipment,CN,14.82856783
2 avr. 2025,196030,3863Z US,,,,,9.422811264
2 avr. 2025,196082,PLCE US,The Children's Place Inc.,25504010,Retailing,US,10.25962946
2 avr. 2025,19609632,RESURS SS,Resurs Holding AB,40202010,Diversified Financials,SE,8.162722538
2 avr. 2025,196125,BJRI US,BJ's Restaurants Inc.,25301040,Consumer Services,US,6.88492991
2 avr. 2025,196136,NTPC IN,Ntpc Ltd,55105010,Utilities,IN,13.92351242
2 avr. 2025,196139,IMB LN,Imperial Brands Plc,30203010,"Food, Beverage & Tobacco",GB,12.02922886
2 avr. 2025,196156,1110Z GR,,,,,8.765428966
2 avr. 2025,196182,SPO SK,Slovenská sporitelna AS,40101015,Banks,SK,11.24981548
2 avr. 2025,196190,1054Z NA,,,,,10.31958857
2 avr. 2025,196198,1170Z NA,LeasePlan Corp NV,20304020,Transportation,NL,9.217407259
2 avr. 2025,19620905,0463884D NA,Eneco NV (Netherlands),55103010,Utilities,NL,10.79325685
2 avr. 2025,19630273,3908492Z SW,,,,,6.73975132
2 avr. 2025,19631805,138040 KS,MERITZ Financial Group Inc,40203020,Diversified Financials,KR,6.937585626
2 avr. 2025,196337,QNBK QD,Qatar National Bank QPSC,40101010,Banks,QA,12.38998824
2 avr. 2025,196338,UBL PA,United Bank Ltd.,40101010,Banks,PK,5.595992222
2 avr. 2025,19637413,TSRO US,,,,,13.73493108
2 avr. 2025,196413,1192Z CN,Alberta Capital Finance Authority,40101015,Banks,CA,1.427815033
2 avr. 2025,196556,1240Z CN,,,,,12.0088377
2 avr. 2025,196559,1014Z BZ,Globo Comunicação e Participações SA,50201020,Media & Entertainment,BR,14.33439875
2 avr. 2025,196592,1005Z NO,Statnett SF,55101010,Utilities,NO,7.760694423
2 avr. 2025,19663477,STRO US,Sutro Biopharma Inc,35201010,"Pharmaceuticals, Biotechnology & Life Sciences",US,8.018359578
2 avr. 2025,196676,1042Z NA,Royal Schiphol Group N.V.,20305010,Transportation,NL,9.931951812
2 avr. 2025,196681,VCT NZ,Vector Ltd.,55103010,Utilities,NZ,11.45295394
2 avr. 2025,196686,GRND3 BZ,Grendene SA,25203020,Consumer Durables & Apparel,BR,9.421276353
2 avr. 2025,196687,1044Z NA,,,,,10.39840364
2 avr. 2025,196726,6178 JP,Japan Post Holdings Co. Ltd.,40301020,Insurance,JP,8.567733541
2 avr. 2025,196740,WIKA IJ,PT Wijaya Karya (Persero) Tbk,20103010,Capital Goods,ID,12.29125472
2 avr. 2025,196775,SGKN SW,St. Galler Kantonalbank AG,40101015,Banks,CH,7.211832385
2 avr. 2025,196812,1011Z ID,Ervia,55103010,Utilities,IE,9.774360411
2 avr. 2025,196814,RYA ID,Ryanair Holdings Plc,20302010,Transportation,IE,9.505836756
2 avr. 2025,196815,1014Z ID,Electricity Supply Board Ltd,55101010,Utilities,IE,9.98090138
2 avr. 2025,196822,229570Z RO,,,,,10.59439338
2 avr. 2025,196858,224591Z FP,,,,,8.193887905
2 avr. 2025,19695481,ATEN US,A10 Networks Inc,45103020,Software & Services,US,5.773269158
2 avr. 2025,196962,1066Z BB,,,,,12.80863359
2 avr. 2025,19697749,AJB LN,AJ Bell Plc,40203020,Diversified Financials,GB,6.16626654
2 avr. 2025,19700166,GALSURF IN,Galaxy Surfactants Ltd,15101050,Materials,IN,11.55756333
2 avr. 2025,19701506,0181071D IM,,,,,13.47540175
2 avr. 2025,19701558,PVN IM,Piovan SpA,20106020,Capital Goods,IT,9.583596119
2 avr. 2025,19703142,1283302D HK,,,,,14.44813092
2 avr. 2025,19710522,4927 JP,Pola Orbis Holdings Inc.,30302010,Household & Personal Products,JP,14.57314985
2 avr. 2025,19725194,PHLT US,Performant Financial Corp,35102015,Healthcare Equipment & Services,US,3.934647279
2 avr. 2025,197266,FALAB CI,Falabella SA,25503010,Retailing,CL,12.03635568
2 avr. 2025,197389,QUINENC CI,Quiñenco SA,20105010,Capital Goods,CL,7.228887669
2 avr. 2025,197428,ABCB4 BZ,Banco ABC Brasil SA,40101010,Banks,BR,15.16715799
2 avr. 2025,197443,1056Z NA,Achmea Bank NV,40102010,Banks,NL,8.871428571
2 avr. 2025,197548,7509Z US,Banco Inbursa SA,40101010,Banks,MX,4.193432774
2 avr. 2025,197708,BLGZ GR,BAYERISCHE LANDESBANK,40101010,Banks,DE,9.576515611
2 avr. 2025,197731,BHF AU,BHP Billiton Finance Ltd,15104020,Materials,AU,14.25333174
2 avr. 2025,197741,1136Z NA,,,,,9.137982303
2 avr. 2025,197859,8147Z US,,,,,9.422811264
2 avr. 2025,197875,1222Z GR,,,,,12.69275351
2 avr. 2025,197879,8156Z US,,,,,12.69275351
2 avr. 2025,197943,223851Z FP,,,,,10.71129035
2 avr. 2025,197971,225170Z FP,,,,,10.71129035
2 avr. 2025,198150,1014Z AV,Hypo Tirol Bank AG,40101010,Banks,AT,7.517605808
2 avr. 2025,198175,7518 JP,Net One Systems Co. Ltd.,45102010,Software & Services,JP,10.55475966
2 avr. 2025,198178,6890 JP,Ferrotec Holdings Corp.,45301010,Semiconductors & Semiconductor Equipment,JP,4.41210917
2 avr. 2025,198221,548 HK,Shenzhen Expressway Corp. Ltd.,20305020,Transportation,CN,6.899227144
2 avr. 2025,198222,900942 CH,Huangshan Tourism Development Co. Ltd.,25301020,Consumer Services,CN,1.350646169
2 avr. 2025,198257,1175Z CN,McCain Foods Ltd.,30202030,"Food, Beverage & Tobacco",CA,11.55990724
2 avr. 2025,198292,000612 CH,Jiaozuo Wanfang Aluminum Manufacturing Co. Ltd.,15104010,Materials,CN,2.949794631
2 avr. 2025,198312,297 HK,Sinofert Holdings Ltd.,15101030,Materials,HK,8.29848136
2 avr. 2025,19831460,VRA US,Vera Bradley Inc.,25203010,Consumer Durables & Apparel,US,9.148874539
2 avr. 2025,198320,600755 CH,Xiamen International Trade Group Corp Ltd,20107010,Capital Goods,CN,8.076563077
2 avr. 2025,198326,7522 JP,Watami Co. Ltd.,25301040,Consumer Services,JP,12.91925371
2 avr. 2025,198327,AMAG AV,AMAG Austria Metall AG,15104010,Materials,AT,14.16640463
2 avr. 2025,198335,GPAS FP,Groupama Assurances Mutuelles SA,40301030,Insurance,FR,11.05144243
2 avr. 2025,198340,1109 HK,China Resources Land Ltd.,60102030,Real Estate,HK,7.973633496
2 avr. 2025,198341,489 HK,Dongfeng Motor Group Co. Ltd.,25102010,Automobiles & Components,CN,7.640362905
2 avr. 2025,198511,012630 KS,HDC HOLDINGS Co Ltd,15101010,Materials,KR,5.344634384
2 avr. 2025,198512,025540 KS,KOREA ELECTRIC TERMINAL Co. Ltd.,20104010,Capital Goods,KR,12.274763
2 avr. 2025,198538,4936C US,Amsted Industries Inc.,20106010,Capital Goods,US,3.242777897
2 avr. 2025,198577,2538 TT,Kee Tai Properties Co. Ltd.,60102030,Real Estate,TW,10.46344539
2 avr. 2025,198619,DURCB SS,Duroc AB,15101010,Materials,SE,6.55368061
2 avr. 2025,198678,APHS IN,Apollo Hospitals Enterprise Ltd.,35102020,Healthcare Equipment & Services,IN,13.90051905
2 avr. 2025,198701,ARENM IN,Amara Raja Energy & Mobility Ltd,20104010,Capital Goods,IN,11.93552606
2 avr. 2025,198732,JM IN,JM Financial Ltd,40203020,Diversified Financials,IN,5.361216732
2 avr. 2025,198748,ULKER TI,Ülker Bisküvi Sanayi AS,30202030,"Food, Beverage & Tobacco",TR,15.18936638
2 avr. 2025,198793,JMNA IN,Jamna Auto Industries Ltd.,25101010,Automobiles & Components,IN,3.938806002
2 avr. 2025,198865,NSE IN,Nesco Ltd,60102020,Real Estate,IN,10.94136803
2 avr. 2025,198886,TELX IN,Tata Elxsi Ltd,45103020,Software & Services,IN,10.91548542
2 avr. 2025,198934,SASA TI,Sasa Polyester Sanayi AS,15101010,Materials,TR,17.72286268
2 avr. 2025,198989,SAHOL TI,Haci Ömer Sabanci Holding AS,40101010,Banks,TR,8.847033225
2 avr. 2025,199003,FAIT EY,Faisal Islamic Bank of Egypt,40101010,Banks,EG,2.166647764
2 avr. 2025,199006,HELI EY,Heliopolis Housing,60102010,Real Estate,EG,1.16917276
2 avr. 2025,19910265,TMX US,Terminix Global Holdings Inc.,25302020,Consumer Services,US,13.33077956
2 avr. 2025,199106,4620Z LN,Coventry Building Society,40102010,Banks,GB,12.75892857
2 avr. 2025,199150,HAMP IR,Hampiðjan hf,20105010,Capital Goods,IS,5.50504536
2 avr. 2025,199156,MAREL IR,Marel hf,20106020,Capital Goods,IS,10.39112913
2 avr. 2025,19944397,VOLARA MM,Controladora Vuela Compañía de Aviación SAB de CV,20302010,Transportation,MX,9.69028523
2 avr. 2025,199455,GLEN LN,Glencore Plc,15104020,Materials,CH,7.651479101
2 avr. 2025,199557,HBL PA,Habib Bank Ltd.,40101010,Banks,PK,6.486705514
2 avr. 2025,199657,220047Z FP,,,,,13.47540175
2 avr. 2025,199783,BCT SM,Deutsche Bank SAE,40101015,Banks,ES,15.49513642
2 avr. 2025,199871,1002Z IT,Israel Electric Corp Ltd,55101010,Utilities,IL,10.66041163
2 avr. 2025,2000505,1666 HK,Tong Ren Tang Technologies Co. Ltd.,35202010,"Pharmaceuticals, Biotechnology & Life Sciences",CN,9.376147706
2 avr. 2025,2000558,2678 JP,ASKUL Corp.,25502020,Retailing,JP,11.10113097
2 avr. 2025,2000560,3019 TT,Asia Optical Co Inc,45203015,Technology Hardware & Equipment,TW,6.577765782
2 avr. 2025,20026540,0600907D IM,,,,,11.06241456
2 avr. 2025,200624,4469975Z FP,,,,,8.193887905
2 avr. 2025,200706,0280736D FP,,,,,11.91909124
2 avr. 2025,200767,GFSA3 BZ,Gafisa SA,25201030,Consumer Durables & Apparel,BR,8.022023239
2 avr. 2025,201120,0306746D LX,,,,,11.09612043
2 avr. 2025,201160,1009Z BZ,Banco Votorantim SA,40101015,Banks,BR,10.45788041
2 avr. 2025,201178,54432Z LN,,,,,7.85991276
2 avr. 2025,201231,1007Z SJ,Transnet SOC Ltd,20304010,Transportation,ZA,7.720043773
2 avr. 2025,20125205,NBHC US,National Bank Holdings Corp.,40101015,Banks,US,4.671960557
2 avr. 2025,201258,8667Z US,,,,,11.48088474
2 avr. 2025,20126369,UNVR US,Univar Solutions Inc.,20107010,Capital Goods,US,14.17363554
2 avr. 2025,201272,BCON075P PP,Banco General SA,40101010,Banks,PA,12.16059989
2 avr. 2025,201277,NTC SJ,Netcare Ltd.,35102020,Healthcare Equipment & Services,ZA,15.1297959
2 avr. 2025,20129154,CKF AU,Collins Foods Ltd.,25301040,Consumer Services,AU,11.9401137
2 avr. 2025,201294,BHW PW,Bank Handlowy w Warszawie SA,40101010,Banks,PL,12.69275351
2 avr. 2025,201340,7104Z US,Standard Industries Inc,20102010,Capital Goods,US,2.96458878
2 avr. 2025,201366,5337Z US,,,,,9.137982303
2 avr. 2025,20138206,6099 JP,Elan Corp.,35102015,Healthcare Equipment & Services,JP,8.004803723
2 avr. 2025,20140587,002472 CH,Zhejiang Shuanghuan Driveline Co. Ltd.,25101010,Automobiles & Components,CN,2.503391169
2 avr. 2025,201406,317780Z LN,,,,,13.69952477
2 avr. 2025,20140631,002614 CH,Xiamen Comfort Science & Technology Group Co Ltd,25202010,Consumer Durables & Apparel,CN,8.187681159
